N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
314.0,케이씨텍,28500.0,100.0,+0.35%,500.0,3782.0,4833.0,603.0
315.0,삼성화재우,185800.0,1600.0,-0.85%,500.0,,,
316.0,QV 코스피 변동성 매칭형 양매도 ETN,8390.0,45.0,-0.53%,0.0,,,
317.0,ACE 미국나스닥100,17255.0,155.0,+0.91%,0.0,,,
318.0,ARIRANG 200,33495.0,820.0,-2.39%,0.0,,,
319.0,동아에스티,66800.0,700.0,-1.04%,5000.0,6354.0,11577.0,167.0
320.0,신세계인터내셔날,16080.0,540.0,-3.25%,1000.0,15539.0,12787.0,1153.0
321.0,삼성 인버스 2X 천연가스 선물 ETN C,57385.0,2635.0,+4.81%,0.0,,,
322.0,신한알파리츠,6500.0,30.0,-0.46%,1000.0,479.0,18254.0,251.0
323.0,KOSEF 200TR,41030.0,1030.0,-2.45%,0.0,,,
324.0,TIGER 미국달러단기채권액티브,11745.0,95.0,+0.82%,0.0,,,
325.0,F&F홀딩스,14210.0,290.0,-2.00%,500.0,18168.0,35951.0,4862.0
326.0,NICE평가정보,9180.0,100.0,-1.08%,500.0,4799.0,4811.0,716.0
327.0,한국카본,10620.0,80.0,-0.75%,500.0,3693.0,5853.0,248.0
328.0,신영증권,58700.0,500.0,-0.84%,5000.0,23535.0,101988.0,1156.0
329.0,쿠쿠홀딩스,15490.0,200.0,-1.27%,100.0,7556.0,11495.0,879.0
330.0,교보증권,4815.0,40.0,-0.82%,5000.0,40659.0,134173.0,517.0
331.0,삼양홀딩스,63800.0,1500.0,-2.30%,5000.0,33168.0,45478.0,1323.0
332.0,메리츠 KIS CD금리투자 ETN,51505.0,0.0,0.00%,0.0,,,
333.0,쏘카,16540.0,500.0,+3.12%,100.0,3976.0,5857.0,95.0
334.0,프레스티지바이오파마,8920.0,230.0,-2.51%,0.0,2.0,7416.0,-696.0
335.0,케이카,11100.0,200.0,+1.83%,500.0,21773.0,5344.0,500.0
336.0,동국제강,10720.0,150.0,-1.38%,5000.0,,,
337.0,현대지에프홀딩스,3370.0,90.0,-2.60%,500.0,39232.0,31851.0,600.0
338.0,SPC삼립,60600.0,700.0,-1.14%,5000.0,33145.0,12954.0,895.0
339.0,HANARO 200,33010.0,810.0,-2.40%,0.0,,,
340.0,빙그레,52800.0,1300.0,-2.40%,5000.0,12677.0,7693.0,394.0
341.0,LX홀딩스,6760.0,70.0,-1.02%,1000.0,2369.0,16350.0,1589.0
342.0,QV KIS CD금리투자 ETN,51505.0,0.0,0.00%,0.0,,,
343.0,솔루스첨단소재,14650.0,320.0,-2.14%,100.0,4612.0,14610.0,-452.0
344.0,부광약품,7030.0,770.0,-9.87%,500.0,1909.0,4009.0,-2.0
345.0,TIGER 24-04 회사채(A+이상)액티브,51720.0,5.0,+0.01%,0.0,,,
346.0,TIGER 차이나항셍테크,4685.0,180.0,-3.70%,0.0,,,
347.0,고려제강,19720.0,580.0,-2.86%,1000.0,20726.0,25328.0,1335.0
348.0,미래에셋증권2우B,3520.0,60.0,-1.68%,5000.0,,,
349.0,삼성 레버리지 WTI원유 선물 ETN,1212.0,3.0,-0.25%,0.0,,,
350.0,현대홈쇼핑,40600.0,400.0,-0.98%,5000.0,21017.0,27820.0,1106.0
351.0,KOSEF 국고채10년,110975.0,525.0,-0.47%,0.0,,,
352.0,KODEX 코스닥150선물인버스,3790.0,85.0,+2.29%,0.0,,,
353.0,TIGER 24-12 금융채(AA-이상),50535.0,10.0,+0.02%,0.0,,,
354.0,엠씨넥스,26650.0,1100.0,-3.96%,500.0,11086.0,5389.0,107.0
355.0,KBSTAR 단기통안채,110400.0,10.0,+0.01%,0.0,,,
356.0,유안타증권,2395.0,25.0,-1.03%,5000.0,24790.0,134199.0,433.0
357.0,TIGER 25-10 회사채(A+이상)액티브,51895.0,5.0,-0.01%,0.0,,,
358.0,SNT다이내믹스,14120.0,260.0,-1.81%,2500.0,4080.0,9310.0,258.0
359.0,화승엔터프라이즈,7710.0,170.0,-2.16%,500.0,16540.0,14758.0,528.0
360.0,엘브이엠씨홀딩스,2720.0,135.0,-4.73%,0.0,2493.0,6673.0,-144.0
361.0,SBS,25100.0,350.0,-1.38%,5000.0,11738.0,14079.0,1856.0
362.0,NICE,12270.0,30.0,-0.24%,500.0,27529.0,33786.0,1452.0
363.0,쿠쿠홈시스,20500.0,300.0,-1.44%,100.0,9381.0,10170.0,1199.0
364.0,삼양사,44200.0,150.0,-0.34%,5000.0,26524.0,29496.0,820.0
365.0,한섬,18460.0,410.0,-2.17%,500.0,15422.0,16847.0,1683.0
366.0,KODEX 미국FANG플러스(H),31620.0,115.0,-0.36%,0.0,,,
367.0,한화손해보험,3865.0,100.0,-2.52%,5000.0,84738.0,203827.0,2457.0
368.0,애경산업,16890.0,260.0,-1.52%,1000.0,6104.0,4826.0,390.0
369.0,SK렌터카,9600.0,0.0,0.00%,500.0,12465.0,33420.0,951.0
370.0,KODEX MSCI Korea TR,11050.0,285.0,-2.51%,0.0,,,
371.0,서연이화,16350.0,820.0,-4.78%,500.0,28453.0,19303.0,1507.0
372.0,코람코라이프인프라리츠,4990.0,20.0,-0.40%,500.0,357.0,12576.0,254.0
373.0,일동제약,15670.0,280.0,-1.76%,1000.0,6377.0,6558.0,-735.0
374.0,코리아써키트,18140.0,290.0,-1.57%,500.0,15969.0,12934.0,992.0
375.0,신한 레버리지 WTI원유 선물 ETN(H),856.0,10.0,-1.15%,0.0,,,
376.0,세아홀딩스,107000.0,1500.0,-1.38%,5000.0,67458.0,59200.0,1961.0
377.0,신성이엔지,2075.0,85.0,+4.27%,500.0,6641.0,5776.0,210.0
378.0,바이오노트,4170.0,145.0,-3.36%,500.0,4797.0,17570.0,2954.0
379.0,KISCO홀딩스,26300.0,700.0,-2.59%,1000.0,18106.0,17359.0,1979.0
380.0,KG케미칼,6200.0,260.0,-4.02%,1000.0,66074.0,69819.0,5011.0
381.0,유니드,62100.0,1100.0,-1.74%,5000.0,14049.0,14893.0,1479.0
382.0,남양유업,579000.0,11000.0,-1.86%,5000.0,9647.0,9023.0,-868.0
383.0,삼부토건,2030.0,55.0,-2.64%,1000.0,4632.0,5118.0,-630.0
384.0,신영증권우,58500.0,300.0,-0.51%,5000.0,,,
385.0,일진전기,11020.0,300.0,-2.65%,1000.0,11647.0,8395.0,315.0
386.0,KB스타리츠,3965.0,55.0,-1.37%,500.0,286.0,9825.0,-214.0
387.0,화신,11500.0,670.0,-5.51%,500.0,16903.0,10046.0,874.0
388.0,유나이티드제약,24550.0,800.0,-3.16%,500.0,2625.0,4179.0,482.0
389.0,SOL 미국배당다우존스,9965.0,30.0,+0.30%,0.0,,,
390.0,ACE 200,33250.0,850.0,-2.49%,0.0,,,
391.0,KODEX 코스피,25135.0,605.0,-2.35%,0.0,,,
392.0,대동,15470.0,620.0,-3.85%,1000.0,14637.0,17138.0,883.0
393.0,E1,57100.0,1200.0,-2.06%,5000.0,79908.0,43397.0,2787.0
394.0,삼성FN리츠,5050.0,10.0,-0.20%,500.0,93.0,7424.0,56.0
395.0,아세아시멘트,9990.0,150.0,-1.48%,500.0,10401.0,20400.0,1180.0
396.0,ARIRANG 국고채30년액티브,102005.0,730.0,-0.71%,0.0,,,
397.0,HDC,6470.0,30.0,-0.46%,5000.0,50449.0,115923.0,1585.0
398.0,아세아,180900.0,1600.0,-0.88%,5000.0,20723.0,31824.0,2326.0
399.0,TIGER 미국배당다우존스,10890.0,35.0,+0.32%,0.0,,,
400.0,풀무원,10040.0,140.0,-1.38%,500.0,28383.0,20492.0,263.0
401.0,한국자산신탁,3085.0,45.0,-1.44%,500.0,2330.0,13638.0,1469.0
402.0,현대그린푸드,11190.0,110.0,-0.97%,500.0,,,
403.0,영진약품,2070.0,30.0,-1.43%,500.0,2184.0,2031.0,-74.0
404.0,대상홀딩스,10400.0,310.0,-2.89%,1000.0,52267.0,40153.0,1438.0
405.0,맵스리얼티1,4040.0,0.0,0.00%,0.0,,,
406.0,아세아제지,41600.0,850.0,-2.00%,5000.0,10234.0,10349.0,1094.0
407.0,LF,12670.0,150.0,-1.17%,5000.0,19685.0,25840.0,1852.0
408.0,송원산업,15370.0,570.0,-3.58%,500.0,13295.0,12173.0,1851.0
409.0,삼화콘덴서,35300.0,1400.0,-3.81%,1000.0,2635.0,2875.0,305.0
410.0,에어부산,3135.0,30.0,-0.95%,1000.0,4050.0,12279.0,-813.0
411.0,남해화학,7360.0,140.0,-1.87%,1000.0,21696.0,9029.0,626.0
412.0,삼천리,90100.0,2000.0,-2.17%,5000.0,57891.0,50220.0,912.0
413.0,KBSTAR KIS국고채30년Enhanced,73310.0,545.0,-0.74%,0.0,,,
414.0,광동제약,6850.0,210.0,-2.97%,1000.0,14315.0,9320.0,382.0
415.0,한화리츠,5050.0,10.0,-0.20%,500.0,233.0,7104.0,124.0
416.0,이아이디,1392.0,0.0,0.00%,200.0,2692.0,5662.0,-128.0
417.0,SGC에너지,24550.0,400.0,-1.60%,5000.0,28233.0,30544.0,2094.0
418.0,풍산홀딩스,35350.0,900.0,-2.48%,5000.0,3877.0,11428.0,802.0
419.0,아모레퍼시픽우,33400.0,450.0,-1.33%,500.0,,,
420.0,KODEX 은행,6470.0,115.0,-1.75%,0.0,,,
421.0,대신증권우,13490.0,80.0,-0.59%,5000.0,,,
422.0,백광산업,7790.0,0.0,0.00%,500.0,2327.0,4032.0,279.0
423.0,세아제강,122900.0,2000.0,-1.60%,5000.0,18018.0,14651.0,2152.0
424.0,퍼시스,30300.0,50.0,-0.16%,1000.0,3813.0,5448.0,327.0
425.0,파미셀,5790.0,260.0,-4.30%,500.0,602.0,1127.0,89.0
426.0,LX하우시스,38700.0,600.0,-1.53%,5000.0,36112.0,24837.0,149.0
427.0,삼성SDI우,213000.0,7000.0,-3.18%,5000.0,,,
428.0,BGF,3600.0,75.0,-2.04%,1000.0,4350.0,19380.0,612.0
429.0,KODEX 미국달러SOFR금리액티브(합성),10735.0,115.0,+1.08%,0.0,,,
430.0,KODEX 단기변동금리부채권액티브,109320.0,10.0,+0.01%,0.0,,,
431.0,STX중공업,11960.0,370.0,-3.00%,2500.0,1793.0,4163.0,113.0
432.0,KEC,1694.0,56.0,-3.20%,500.0,2562.0,4011.0,180.0
433.0,국도화학,37700.0,1150.0,-2.96%,5000.0,16018.0,14991.0,969.0
434.0,HL홀딩스,33400.0,500.0,-1.47%,5000.0,12771.0,22799.0,858.0
435.0,LG헬로비전,4340.0,40.0,+0.93%,2500.0,11679.0,14280.0,538.0
436.0,이월드,2370.0,75.0,-3.07%,1000.0,1265.0,4317.0,146.0
437.0,TIGER 리츠부동산인프라,4305.0,20.0,-0.46%,0.0,,,
438.0,TIGER 글로벌자율주행&전기차SOLACTIVE,10060.0,10.0,-0.10%,0.0,,,
439.0,한일홀딩스,10800.0,150.0,-1.37%,1000.0,19656.0,32680.0,1325.0
440.0,한진,22050.0,50.0,+0.23%,5000.0,28494.0,40932.0,1145.0
441.0,현대퓨처넷,2960.0,65.0,-2.15%,500.0,1542.0,9153.0,95.0
442.0,조광피혁,48900.0,1050.0,-2.10%,5000.0,1220.0,4420.0,5.0
443.0,DB,1615.0,5.0,+0.31%,500.0,4013.0,4143.0,236.0
444.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),6820.0,80.0,-1.16%,0.0,,,
445.0,신도리코,31900.0,850.0,-2.60%,5000.0,3782.0,10385.0,-22.0
446.0,대원제약,14490.0,290.0,-1.96%,500.0,4789.0,4536.0,430.0
447.0,STX,10330.0,240.0,-2.27%,2500.0,11886.0,7418.0,-20.0
448.0,유진투자증권,3290.0,90.0,-2.66%,5000.0,18216.0,80764.0,181.0
449.0,대성에너지,11570.0,70.0,+0.61%,1000.0,10209.0,8345.0,9.0
450.0,ARIRANG 국고채10년액티브,51835.0,300.0,-0.58%,0.0,,,
451.0,KBSTAR 미국나스닥100,16680.0,135.0,+0.82%,0.0,,,
452.0,대원강업,5050.0,150.0,-2.88%,500.0,10245.0,10104.0,221.0
453.0,서흥,26950.0,650.0,-2.36%,500.0,6350.0,9264.0,620.0
454.0,지역난방공사,26850.0,500.0,-1.83%,5000.0,41730.0,74781.0,-4039.0
455.0,LS네트웍스,3940.0,150.0,-3.67%,5000.0,3629.0,13004.0,80.0
456.0,한투 KIS CD금리투자 ETN,51505.0,0.0,0.00%,0.0,,,
457.0,이리츠코크렙,4840.0,40.0,-0.82%,500.0,218.0,6915.0,168.0
458.0,HJ중공업,3670.0,70.0,-1.87%,5000.0,17882.0,25677.0,66.0
459.0,KODEX 국고채3년,59190.0,75.0,-0.13%,0.0,,,
460.0,DL건설,13740.0,420.0,-2.97%,5000.0,19624.0,17468.0,811.0
461.0,대한제당,3375.0,45.0,+1.35%,500.0,13781.0,12195.0,381.0
462.0,KODEX 선진국MSCI World,24245.0,30.0,+0.12%,0.0,,,
463.0,한화3우B,13410.0,240.0,-1.76%,5000.0,,,
464.0,종근당홀딩스,60000.0,1300.0,+2.21%,2500.0,9090.0,13764.0,-329.0
465.0,KODEX 미국채울트라30년선물(H),8090.0,95.0,-1.16%,0.0,,,
466.0,삼성 인버스 2X 코스닥150 선물 ETN,7480.0,335.0,+4.69%,0.0,,,
467.0,효성화학,78500.0,2300.0,-2.85%,5000.0,28786.0,31311.0,-3367.0
468.0,KODEX 국고채30년액티브,106400.0,555.0,-0.52%,0.0,,,
469.0,TIGER 중장기국채,49925.0,140.0,-0.28%,0.0,,,
470.0,포스코스틸리온,49400.0,1900.0,-3.70%,5000.0,12021.0,5545.0,382.0
471.0,서울가스,59200.0,600.0,-1.00%,5000.0,17245.0,18713.0,33.0
472.0,SOL 반도체소부장Fn,12820.0,50.0,-0.39%,0.0,,,
473.0,한국쉘석유,225500.0,1000.0,-0.44%,5000.0,3016.0,1723.0,351.0
474.0,이연제약,15730.0,350.0,-2.18%,500.0,1540.0,4847.0,96.0
475.0,LG생활건강우,138500.0,3300.0,-2.33%,5000.0,,,
476.0,남선알미늄,2245.0,60.0,-2.60%,500.0,2557.0,4012.0,-25.0
477.0,대한제강,12320.0,160.0,-1.28%,1000.0,21416.0,12205.0,2154.0
478.0,KODEX ESG종합채권(A-이상)액티브,107675.0,25.0,-0.02%,0.0,,,
479.0,농심홀딩스,62000.0,600.0,-0.96%,5000.0,6746.0,13891.0,528.0
480.0,삼진제약,20600.0,250.0,-1.20%,1000.0,2740.0,4066.0,232.0
481.0,CJ4우(전환),67700.0,4200.0,-5.84%,5000.0,,,
482.0,한일현대시멘트,14760.0,250.0,-1.67%,5000.0,4712.0,6491.0,352.0
483.0,HD현대에너지솔루션,25400.0,2500.0,-8.96%,5000.0,9848.0,6528.0,902.0
484.0,KOSEF 200,32885.0,815.0,-2.42%,0.0,,,
485.0,KODEX 25-11 회사채(A+이상)액티브,10275.0,10.0,-0.10%,0.0,,,
486.0,사조대림,30900.0,750.0,-2.37%,5000.0,20188.0,11683.0,977.0
487.0,SK증권,598.0,9.0,-1.48%,500.0,12507.0,64648.0,179.0
488.0,SNT홀딩스,17300.0,20.0,-0.12%,500.0,16295.0,25584.0,1447.0
489.0,TIGER 미국배당+7%프리미엄다우존스,10245.0,50.0,+0.49%,0.0,,,
490.0,한국콜마홀딩스,7640.0,210.0,-2.68%,500.0,6499.0,12691.0,330.0
491.0,TIGER 종합채권(AA-이상)액티브,52180.0,90.0,-0.17%,0.0,,,
492.0,이수화학,12330.0,530.0,-4.12%,5000.0,22076.0,11881.0,360.0
493.0,웅진씽크빅,2420.0,60.0,-2.42%,500.0,9333.0,7908.0,276.0
494.0,지누스,13470.0,500.0,-3.58%,500.0,11596.0,11148.0,656.0
495.0,ACE 베트남VN30(합성),18215.0,235.0,+1.31%,0.0,,,
496.0,알루코,2890.0,130.0,-4.30%,500.0,6454.0,8169.0,346.0
497.0,미래에셋 레버리지 원유선물혼합 ETN(H),6790.0,50.0,-0.73%,0.0,,,
498.0,스틱인베스트먼트,6670.0,240.0,-3.47%,500.0,604.0,2539.0,103.0
499.0,한국철강,6540.0,50.0,-0.76%,1000.0,10642.0,9387.0,1215.0
500.0,일성신약,20800.0,500.0,-2.35%,1000.0,612.0,4944.0,13.0
501.0,동화약품,9900.0,290.0,-2.85%,1000.0,3404.0,4611.0,299.0
502.0,일양약품,14420.0,180.0,-1.23%,2500.0,3838.0,4982.0,404.0
503.0,CR홀딩스,5850.0,220.0,-3.62%,500.0,7980.0,16204.0,226.0
504.0,아이마켓코리아,8190.0,90.0,-1.09%,500.0,35882.0,12250.0,563.0
505.0,세진중공업,4805.0,50.0,-1.03%,500.0,4101.0,5518.0,249.0
506.0,TIGER 2차전지TOP10,13220.0,515.0,-3.75%,0.0,,,
507.0,삼양패키징,17250.0,60.0,+0.35%,5000.0,4074.0,6426.0,237.0
508.0,환인제약,14540.0,280.0,-1.89%,500.0,1989.0,3694.0,298.0
509.0,코오롱플라스틱,7100.0,200.0,-2.74%,1000.0,5181.0,3870.0,460.0
510.0,휴스틸,4795.0,65.0,-1.34%,1000.0,10309.0,12064.0,2892.0
511.0,TYM,5940.0,140.0,-2.30%,2500.0,11661.0,7821.0,1220.0
512.0,스카이라이프,5630.0,70.0,-1.23%,2500.0,10342.0,13613.0,632.0
513.0,한국토지신탁,1057.0,23.0,-2.13%,1000.0,2129.0,17181.0,533.0
514.0,모토닉,8070.0,80.0,-0.98%,500.0,2239.0,4641.0,138.0
515.0,STX엔진,11530.0,410.0,-3.43%,2500.0,5440.0,8534.0,-88.0
516.0,현대차증권,8260.0,110.0,-1.31%,5000.0,11860.0,102331.0,1146.0
517.0,YG PLUS,4120.0,30.0,-0.72%,500.0,1402.0,2414.0,103.0
518.0,현대비앤지스틸,17300.0,1070.0,-5.82%,5000.0,12812.0,8578.0,335.0
519.0,현대차3우B,107600.0,1700.0,-1.56%,5000.0,,,
520.0,수산인더스트리,18100.0,480.0,-2.58%,200.0,3035.0,5772.0,506.0
521.0,KBSTAR 미국S&P500,13910.0,80.0,+0.58%,0.0,,,
522.0,신성통상,1790.0,35.0,-1.92%,500.0,15426.0,10697.0,1441.0
523.0,잇츠한불,11700.0,250.0,-2.09%,500.0,1307.0,4862.0,48.0
524.0,케이씨,18920.0,480.0,-2.47%,500.0,8580.0,10046.0,1012.0
525.0,조일알미늄,2025.0,50.0,-2.41%,500.0,5624.0,3677.0,158.0
526.0,도화엔지니어링,7550.0,170.0,-2.20%,500.0,5558.0,5226.0,119.0
527.0,TIGER 미국나스닥100커버드콜(합성),10120.0,110.0,+1.10%,0.0,,,
528.0,TIGER 미국S&P500선물(H),53255.0,225.0,-0.42%,0.0,,,
529.0,콘텐트리중앙,13030.0,420.0,-3.12%,5000.0,8521.0,25881.0,-716.0
530.0,한국무브넥스,8230.0,100.0,-1.20%,1000.0,13714.0,7994.0,370.0
531.0,락앤락,5710.0,90.0,-1.55%,500.0,5212.0,7085.0,23.0
532.0,SIMPAC,3775.0,135.0,-3.45%,500.0,6722.0,9651.0,1189.0
533.0,TIGER 일본니케이225,19415.0,105.0,-0.54%,0.0,,,
534.0,BYC,393000.0,500.0,-0.13%,5000.0,1697.0,6689.0,253.0
535.0,한솔제지,10290.0,200.0,-1.91%,5000.0,24580.0,22100.0,1302.0
536.0,제주은행,7560.0,120.0,-1.56%,5000.0,2756.0,73203.0,270.0
537.0,에이프로젠,914.0,20.0,-2.14%,500.0,783.0,5999.0,-1193.0
538.0,제일약품,16410.0,480.0,-2.84%,500.0,7222.0,4569.0,-135.0
539.0,동국홀딩스,7570.0,240.0,-3.07%,5000.0,85111.0,64512.0,7435.0
540.0,경방,8780.0,130.0,-1.46%,500.0,3892.0,12483.0,319.0
541.0,TIGER 반도체,35175.0,165.0,-0.47%,0.0,,,
542.0,한농화성,15380.0,610.0,-3.81%,500.0,2394.0,2254.0,45.0
543.0,한화갤러리아,1239.0,61.0,-4.69%,500.0,,,
544.0,하나제약,13500.0,310.0,-2.24%,500.0,2108.0,3460.0,312.0
545.0,ARIRANG 종합채권(AA-이상)액티브,106150.0,345.0,-0.32%,0.0,,,
546.0,한전산업,7350.0,190.0,-2.52%,500.0,3460.0,1578.0,187.0
547.0,한국금융지주우,40550.0,500.0,-1.22%,5000.0,,,
548.0,삼성 레버리지 천연가스 선물 ETN C,11875.0,380.0,-3.10%,0.0,,,
549.0,현대코퍼레이션,17900.0,200.0,-1.10%,5000.0,61270.0,18313.0,668.0
550.0,광주신세계,29500.0,250.0,-0.84%,1000.0,1849.0,9135.0,656.0
551.0,신대양제지,5800.0,40.0,-0.68%,500.0,6764.0,8845.0,509.0
552.0,JW홀딩스,3215.0,120.0,-3.60%,500.0,8645.0,11576.0,1033.0
553.0,이지스밸류리츠,4510.0,15.0,-0.33%,1000.0,536.0,5610.0,401.0
554.0,제이에스코퍼레이션,17200.0,110.0,-0.64%,100.0,9751.0,5338.0,815.0
555.0,부국증권,21900.0,100.0,-0.45%,5000.0,9834.0,14814.0,605.0
556.0,백산,10050.0,80.0,-0.79%,500.0,4759.0,3389.0,503.0
557.0,동양,941.0,27.0,-2.79%,500.0,7677.0,9836.0,79.0
558.0,삼영무역,12160.0,80.0,-0.65%,500.0,4925.0,6242.0,194.0
559.0,조선내화,18940.0,750.0,-3.81%,500.0,,,
560.0,이엔플러스,3205.0,95.0,-2.88%,500.0,269.0,1203.0,-132.0
561.0,롯데하이마트,9480.0,230.0,-2.37%,5000.0,33368.0,24642.0,-520.0
562.0,KBSTAR 200TR,17760.0,445.0,-2.44%,0.0,,,
563.0,TIGER 인도니프티50,11990.0,135.0,-1.11%,0.0,,,
564.0,삼익THK,10510.0,160.0,-1.50%,500.0,3391.0,4440.0,206.0
565.0,ACE 국고채10년,87340.0,345.0,-0.39%,0.0,,,
566.0,대교,2595.0,85.0,-3.17%,500.0,6831.0,6667.0,-500.0
567.0,KBSTAR Fn수소경제테마,8405.0,345.0,-3.94%,0.0,,,
568.0,KSS해운,9510.0,40.0,-0.42%,500.0,4454.0,16592.0,695.0
569.0,세방,11370.0,240.0,-2.07%,500.0,12904.0,12810.0,451.0
570.0,GS글로벌,2650.0,10.0,+0.38%,2500.0,50709.0,14194.0,705.0
571.0,다올투자증권,3580.0,80.0,-2.19%,5000.0,18420.0,95037.0,1070.0
572.0,키다리스튜디오,5880.0,220.0,-3.61%,500.0,1694.0,3788.0,43.0
573.0,주성코퍼레이션,4100.0,0.0,0.00%,500.0,288.0,330.0,-48.0
574.0,동성케미컬,4330.0,40.0,-0.92%,1000.0,11401.0,8995.0,554.0
575.0,대덕,6320.0,40.0,-0.63%,500.0,16619.0,19034.0,1969.0
576.0,한솔테크닉스,6670.0,180.0,-2.63%,5000.0,16474.0,10719.0,551.0
577.0,KPX홀딩스,50600.0,700.0,-1.36%,5000.0,12404.0,18199.0,555.0
578.0,KBSTAR 비메모리반도체액티브,11030.0,90.0,-0.81%,0.0,,,
579.0,일진다이아,15030.0,400.0,-2.59%,1000.0,1868.0,5993.0,33.0
580.0,신세계 I&C,12410.0,480.0,-3.72%,500.0,5969.0,4829.0,375.0
581.0,대한제분,126300.0,300.0,-0.24%,5000.0,13682.0,13184.0,433.0
582.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,35530.0,240.0,+0.68%,0.0,,,
583.0,AJ네트웍스,4705.0,45.0,-0.95%,1000.0,12084.0,14814.0,754.0
584.0,AK홀딩스,16030.0,250.0,-1.54%,5000.0,37880.0,50043.0,-218.0
585.0,ACE 미국배당다우존스,11010.0,30.0,+0.27%,0.0,,,
586.0,KBSTAR ESG사회책임투자,10480.0,320.0,-2.96%,0.0,,,
587.0,삼성출판사,21000.0,50.0,+0.24%,500.0,517.0,2115.0,-9.0
588.0,한국제지,1100.0,12.0,-1.08%,1000.0,2273.0,2010.0,35.0
589.0,코오롱,16550.0,410.0,-2.42%,5000.0,56599.0,44775.0,3110.0
590.0,아시아나IDT,18800.0,400.0,-2.08%,500.0,1814.0,2056.0,102.0
591.0,ACE 테슬라밸류체인액티브,10960.0,115.0,+1.06%,0.0,,,
592.0,넥센,3845.0,120.0,-3.03%,500.0,30040.0,47269.0,-225.0
593.0,KBSTAR 단기종합채권(AA-이상)액티브,107010.0,10.0,+0.01%,0.0,,,
594.0,KPX케미칼,42350.0,550.0,-1.28%,5000.0,9836.0,7768.0,465.0
595.0,ARIRANG 고배당주,11830.0,140.0,-1.17%,0.0,,,
596.0,디앤디플랫폼리츠,3170.0,40.0,-1.25%,1000.0,209.0,8603.0,108.0
597.0,티와이홀딩스,4040.0,85.0,-2.06%,500.0,3536.0,22830.0,224.0
598.0,TIGER 미국달러SOFR금리액티브(합성),52135.0,535.0,+1.04%,0.0,,,
599.0,TIGER 헬스케어,28880.0,960.0,-3.22%,0.0,,,
600.0,예스코홀딩스,33750.0,150.0,+0.45%,5000.0,14715.0,14914.0,3.0
601.0,사조산업,40350.0,150.0,-0.37%,5000.0,6610.0,11666.0,552.0
602.0,KOSEF 인도Nifty50(합성),22525.0,270.0,-1.18%,0.0,,,
603.0,삼영전자,10020.0,230.0,+2.35%,500.0,2278.0,5393.0,163.0
604.0,신한서부티엔디리츠,3570.0,20.0,+0.56%,1000.0,149.0,5733.0,83.0
605.0,한미글로벌,18230.0,980.0,-5.10%,500.0,3744.0,3731.0,307.0
606.0,성신양회,8140.0,200.0,-2.40%,5000.0,10304.0,11876.0,18.0
607.0,SOL 2차전지소부장Fn,7500.0,310.0,-3.97%,0.0,,,
608.0,SOL 200TR,11750.0,290.0,-2.41%,0.0,,,
609.0,태림포장,2810.0,100.0,-3.44%,500.0,7840.0,6512.0,309.0
610.0,진원생명과학,2515.0,125.0,-4.73%,1000.0,487.0,2229.0,-401.0
611.0,하이트진로홀딩스,8480.0,80.0,-0.93%,5000.0,24843.0,39450.0,2025.0
612.0,우진,9680.0,220.0,-2.22%,500.0,1241.0,2271.0,119.0
613.0,KBSTAR 25-03 회사채(AA-이상)액티브,50745.0,0.0,0.00%,0.0,,,
614.0,만호제강,47150.0,0.0,0.00%,1000.0,2133.0,2800.0,-74.0
615.0,경농,10000.0,60.0,-0.60%,500.0,3616.0,4486.0,410.0
616.0,삼성전기우,66800.0,2300.0,-3.33%,5000.0,,,
617.0,교촌에프앤비,7770.0,180.0,-2.26%,500.0,5175.0,3050.0,88.0
618.0,에이블씨엔씨,7460.0,190.0,-2.48%,500.0,2479.0,1954.0,100.0
619.0,KBSTAR 2차전지액티브,10540.0,260.0,-2.41%,0.0,,,
620.0,동국씨엠,6480.0,110.0,-1.67%,5000.0,,,
621.0,유니켐,1999.0,56.0,-2.73%,500.0,1204.0,4349.0,33.0
622.0,NPC,5260.0,210.0,-3.84%,500.0,5446.0,5273.0,235.0
623.0,일신방직,8290.0,300.0,-3.49%,500.0,5931.0,11767.0,-160.0
624.0,KODEX Fn Top10동일가중,7170.0,205.0,-2.78%,0.0,,,
625.0,JW생명과학,12160.0,200.0,-1.62%,2500.0,1889.0,2529.0,271.0
626.0,코오롱글로벌,10120.0,310.0,-2.97%,5000.0,26021.0,28341.0,1667.0
627.0,그린케미칼,7970.0,130.0,-1.60%,500.0,3249.0,1966.0,172.0
628.0,S-Oil우,47500.0,700.0,-1.45%,2500.0,,,
629.0,무림P&P,3060.0,75.0,-2.39%,2500.0,7741.0,16041.0,683.0
630.0,히어로즈 24-09 회사채(AA-이상)액티브,50990.0,20.0,+0.04%,0.0,,,
631.0,KODEX 미국S&P500(H),11295.0,45.0,-0.40%,0.0,,,
632.0,TIGER 차이나CSI300,7945.0,15.0,-0.19%,0.0,,,
633.0,에스엠벡셀,1694.0,46.0,-2.64%,500.0,1368.0,1496.0,34.0
634.0,HDC랩스,7250.0,90.0,-1.23%,500.0,6107.0,3826.0,123.0
